id,sensor,reading,emotional_state,color,size,x,y,distance_from_center,branch_angle,time_index
light_d23_h9,light,581.8,stable,#FF8C00,1.8,576.9,-1602.4,1703.1,17.624,561
humidity_d23_h9,humidity,51.0,stable,#20B2AA,1.4,1593.7,573.8,1693.8,19.195,561
nutrients_d23_h9,nutrients,1061.1,thriving,#00FF7F,1.8,-578.8,1607.8,1708.8,20.766,561
air_quality_d23_h9,air_quality,15.1,thriving,#FF69B4,1.1,-1611.6,-580.2,1712.8,22.337,561
light_d23_h10,light,667.7,concerned,#FF6347,1.1,627.5,-1584.8,1704.5,17.656,562
humidity_d23_h10,humidity,51.5,stable,#20B2AA,1.3,1587.8,628.6,1707.7,19.227,562
nutrients_d23_h10,nutrients,1063.1,thriving,#00FF7F,1.8,-624.8,1578.0,1697.2,20.797,562
air_quality_d23_h10,air_quality,12.3,thriving,#FF69B4,1.3,-1581.4,-626.1,1700.9,22.368,562
light_d23_h11,light,721.6,stressed,#FF4500,1.7,674.8,-1559.5,1699.2,17.687,563
humidity_d23_h11,humidity,49.3,stable,#20B2AA,1.6,1566.3,677.8,1706.7,19.258,563
nutrients_d23_h11,nutrients,1053.0,thriving,#00FF7F,1.4,-681.8,1575.5,1716.7,20.829,563
air_quality_d23_h11,air_quality,11.6,thriving,#FF69B4,1.2,-1559.4,-674.8,1699.2,22.400,563
light_d23_h12,light,740.0,stressed,#FF4500,1.3,728.9,-1548.9,1711.9,17.719,564
humidity_d23_h12,humidity,53.4,stable,#20B2AA,1.9,1541.7,725.5,1703.9,19.289,564
nutrients_d23_h12,nutrients,1066.2,thriving,#00FF7F,1.1,-730.4,1552.1,1715.3,20.860,564
air_quality_d23_h12,air_quality,12.2,thriving,#FF69B4,1.5,-1544.6,-726.8,1707.1,22.431,564
light_d23_h13,light,721.6,stressed,#FF4500,1.4,782.2,-1535.1,1722.9,17.750,565
humidity_d23_h13,humidity,48.0,stable,#20B2AA,1.0,1521.1,775.0,1707.2,19.321,565
nutrients_d23_h13,nutrients,1065.4,thriving,#00FF7F,1.3,-782.9,1536.5,1724.5,20.892,565
air_quality_d23_h13,air_quality,17.6,stable,#C71585,1.8,-1528.8,-779.0,1715.8,22.462,565
light_d23_h14,light,667.7,concerned,#FF6347,1.6,824.0,-1498.9,1710.4,17.781,566
humidity_d23_h14,humidity,49.6,stable,#20B2AA,1.7,1499.3,824.3,1711.0,19.352,566
nutrients_d23_h14,nutrients,1062.6,thriving,#00FF7F,1.9,-829.8,1509.5,1722.5,20.923,566
air_quality_d23_h14,air_quality,12.6,thriving,#FF69B4,1.1,-1514.2,-832.4,1727.9,22.494,566
light_d23_h15,light,581.8,stable,#FF8C00,1.5,876.5,-1482.1,1721.9,17.813,567
humidity_d23_h15,humidity,50.7,stable,#20B2AA,1.4,1475.4,872.5,1714.1,19.384,567
nutrients_d23_h15,nutrients,1048.1,thriving,#00FF7F,2.0,-874.5,1478.7,1717.9,20.954,567
air_quality_d23_h15,air_quality,13.9,thriving,#FF69B4,1.6,-1484.5,-877.9,1724.7,22.525,567
light_d23_h16,light,470.0,content,#FFA500,1.9,925.8,-1458.8,1727.8,17.844,568
humidity_d23_h16,humidity,51.1,stable,#20B2AA,1.2,1454.4,923.0,1722.6,19.415,568
nutrients_d23_h16,nutrients,1040.8,content,#32CD32,1.2,-927.3,1461.2,1730.6,20.986,568
air_quality_d23_h16,air_quality,15.7,thriving,#FF69B4,1.1,-1447.3,-918.5,1714.1,22.557,568
light_d23_h17,light,339.8,concerned,#FF6347,1.8,973.1,-1431.8,1731.2,17.876,569
humidity_d23_h17,humidity,57.7,thriving,#00FFFF,1.6,1424.7,968.2,1722.6,19.446,569
nutrients_d23_h17,nutrients,1064.0,thriving,#00FF7F,1.8,-966.1,1421.6,1718.8,21.017,569
air_quality_d23_h17,air_quality,18.8,concerned,#DA70D6,1.3,-1435.7,-975.7,1735.9,22.588,569
light_d23_h18,light,200.0,stressed,#FF4500,2.0,1019.7,-1403.6,1734.9,17.907,570
humidity_d23_h18,humidity,56.9,content,#00CED1,1.3,1401.8,1018.4,1732.7,19.478,570
nutrients_d23_h18,nutrients,1053.3,thriving,#00FF7F,1.8,-1021.6,1406.1,1738.1,21.049,570
air_quality_d23_h18,air_quality,12.9,thriving,#FF69B4,1.0,-1395.2,-1013.6,1724.5,22.619,570
light_d23_h19,light,40.0,critical,#DC143C,1.0,1063.0,-1370.4,1734.3,17.938,571
humidity_d23_h19,humidity,63.9,content,#00CED1,1.1,1362.4,1056.8,1724.3,19.509,571
nutrients_d23_h19,nutrients,1050.8,thriving,#00FF7F,1.3,-1066.4,1374.8,1739.9,21.080,571
air_quality_d23_h19,air_quality,14.2,thriving,#FF69B4,1.6,-1375.4,-1066.8,1740.6,22.651,571
light_d23_h20,light,40.0,critical,#DC143C,1.5,1108.5,-1340.0,1739.0,17.970,572
humidity_d23_h20,humidity,61.8,thriving,#00FFFF,1.6,1330.6,1100.8,1726.9,19.541,572
nutrients_d23_h20,nutrients,1060.1,thriving,#00FF7F,1.3,-1110.6,1342.5,1742.3,21.112,572
air_quality_d23_h20,air_quality,13.2,thriving,#FF69B4,1.7,-1344.0,-1111.9,1744.4,22.682,572
light_d23_h21,light,40.0,critical,#DC143C,1.0,1156.0,-1311.2,1748.1,18.001,573
humidity_d23_h21,humidity,66.3,stable,#20B2AA,1.5,1300.7,1146.7,1734.0,19.572,573
nutrients_d23_h21,nutrients,1042.9,content,#32CD32,1.6,-1155.6,1310.8,1747.4,21.143,573
air_quality_d23_h21,air_quality,16.7,stable,#C71585,1.7,-1311.2,-1156.0,1748.0,22.714,573
light_d23_h22,light,40.0,critical,#DC143C,1.0,1196.3,-1273.9,1747.6,18.033,574
humidity_d23_h22,humidity,65.5,content,#00CED1,1.2,1276.7,1198.9,1751.4,19.604,574
nutrients_d23_h22,nutrients,1068.0,thriving,#00FF7F,1.8,-1190.8,1268.1,1739.6,21.174,574
air_quality_d23_h22,air_quality,12.3,thriving,#FF69B4,1.1,-1265.4,-1188.3,1735.8,22.745,574
light_d23_h23,light,40.0,critical,#DC143C,1.7,1227.2,-1227.2,1735.6,18.064,575
humidity_d23_h23,humidity,66.3,stable,#20B2AA,1.3,1236.1,1236.1,1748.2,19.635,575
nutrients_d23_h23,nutrients,1058.1,thriving,#00FF7F,2.0,-1232.0,1232.0,1742.3,21.206,575
air_quality_d23_h23,air_quality,12.6,thriving,#FF69B4,1.6,-1229.9,-1229.9,1739.3,22.777,575
light_d24_h0,light,40.0,critical,#DC143C,1.5,1277.0,-1199.2,1751.8,18.096,576
humidity_d24_h0,humidity,72.7,stable,#20B2AA,1.6,1199.5,1277.3,1752.2,19.666,576
nutrients_d24_h0,nutrients,1039.4,content,#32CD32,2.0,-1268.1,1190.8,1739.6,21.237,576
air_quality_d24_h0,air_quality,18.5,stable,#C71585,1.1,-1193.9,-1271.4,1744.1,22.808,576
light_d24_h1,light,40.0,critical,#DC143C,1.3,1317.6,-1161.6,1756.5,18.127,577
humidity_d24_h1,humidity,66.5,stable,#20B2AA,1.9,1152.1,1306.8,1742.2,19.698,577
nutrients_d24_h1,nutrients,1064.2,thriving,#00FF7F,1.7,-1310.9,1155.7,1747.6,21.269,577
air_quality_d24_h1,air_quality,12.6,thriving,#FF69B4,1.6,-1152.7,-1307.5,1743.1,22.839,577
light_d24_h2,light,40.0,critical,#DC143C,1.2,1354.9,-1120.9,1758.5,18.158,578
humidity_d24_h2,humidity,71.2,stable,#20B2AA,1.9,1117.7,1351.1,1753.5,19.729,578
nutrients_d24_h2,nutrients,1052.5,thriving,#00FF7F,1.1,-1345.7,1113.3,1746.5,21.300,578
air_quality_d24_h2,air_quality,14.2,thriving,#FF69B4,1.4,-1118.3,-1351.7,1754.3,22.871,578
light_d24_h3,light,40.0,critical,#DC143C,1.9,1382.8,-1072.6,1750.1,18.190,579
humidity_d24_h3,humidity,64.1,content,#00CED1,1.0,1083.0,1396.1,1766.9,19.761,579
nutrients_d24_h3,nutrients,1046.5,thriving,#00FF7F,1.1,-1381.5,1071.6,1748.3,21.331,579
air_quality_d24_h3,air_quality,15.2,thriving,#FF69B4,1.9,-1082.3,-1395.3,1765.9,22.902,579
light_d24_h4,light,40.0,critical,#DC143C,1.2,1419.3,-1031.2,1754.3,18.221,580
humidity_d24_h4,humidity,67.2,stable,#20B2AA,1.5,1033.0,1421.8,1757.4,19.792,580
nutrients_d24_h4,nutrients,1049.5,thriving,#00FF7F,1.8,-1424.0,1034.6,1760.2,21.363,580
air_quality_d24_h4,air_quality,15.7,thriving,#FF69B4,1.4,-1034.7,-1424.1,1760.3,22.934,580
light_d24_h5,light,40.0,critical,#DC143C,1.7,1461.9,-993.5,1767.6,18.253,581
humidity_d24_h5,humidity,63.0,content,#00CED1,1.2,989.0,1455.2,1759.4,19.823,581
nutrients_d24_h5,nutrients,1059.5,thriving,#00FF7F,1.9,-1464.1,995.0,1770.3,21.394,581
air_quality_d24_h5,air_quality,12.7,thriving,#FF69B4,1.9,-992.6,-1460.6,1765.9,22.965,581
light_d24_h6,light,200.0,stressed,#FF4500,2.0,1485.0,-942.4,1758.8,18.284,582
humidity_d24_h6,humidity,57.9,thriving,#00FFFF,2.0,949.7,1496.5,1772.4,19.855,582
nutrients_d24_h6,nutrients,1271.3,stable,#90EE90,1.4,-1490.2,945.7,1765.0,21.426,582
air_quality_d24_h6,air_quality,16.0,content,#FF1493,1.1,-941.2,-1483.1,1756.6,22.996,582
light_d24_h7,light,339.8,concerned,#FF6347,1.3,1523.0,-900.7,1769.4,18.315,583
humidity_d24_h7,humidity,57.5,thriving,#00FFFF,1.5,899.6,1521.2,1767.3,19.886,583
nutrients_d24_h7,nutrients,1048.8,thriving,#00FF7F,1.2,-1518.6,898.1,1764.3,21.457,583
air_quality_d24_h7,air_quality,12.7,thriving,#FF69B4,1.3,-904.4,-1529.3,1776.7,23.028,583
light_d24_h8,light,470.0,content,#FFA500,1.9,1559.5,-857.4,1779.7,18.347,584
humidity_d24_h8,humidity,57.3,thriving,#00FFFF,1.6,853.7,1552.8,1772.0,19.918,584
nutrients_d24_h8,nutrients,1052.0,thriving,#00FF7F,1.6,-1556.0,855.4,1775.6,21.488,584
air_quality_d24_h8,air_quality,16.7,stable,#C71585,1.3,-852.5,-1550.6,1769.5,23.059,584
light_d24_h9,light,581.8,stable,#FF8C00,1.5,1582.0,-806.0,1775.5,18.378,585
humidity_d24_h9,humidity,49.3,stable,#20B2AA,1.3,803.9,1577.8,1770.8,19.949,585
nutrients_d24_h9,nutrients,1045.5,thriving,#00FF7F,1.8,-1585.3,807.7,1779.2,21.520,585
air_quality_d24_h9,air_quality,18.2,stable,#C71585,1.2,-808.0,-1585.7,1779.7,23.091,585
light_d24_h10,light,667.7,concerned,#FF6347,2.0,1603.4,-754.5,1772.0,18.410,586
humidity_d24_h10,humidity,50.1,stable,#20B2AA,1.8,760.8,1616.8,1786.8,19.981,586
nutrients_d24_h10,nutrients,1046.0,thriving,#00FF7F,1.5,-1602.1,753.9,1770.6,21.551,586
air_quality_d24_h10,air_quality,16.5,stable,#C71585,1.1,-759.3,-1613.7,1783.4,23.122,586
light_d24_h11,light,721.6,stressed,#FF4500,1.3,1629.3,-705.1,1775.3,18.441,587
humidity_d24_h11,humidity,47.3,stable,#20B2AA,1.9,707.2,1634.3,1780.7,20.012,587
nutrients_d24_h11,nutrients,1064.2,thriving,#00FF7F,1.7,-1637.3,708.5,1784.0,21.583,587
air_quality_d24_h11,air_quality,12.9,thriving,#FF69B4,1.2,-708.5,-1637.2,1783.9,23.154,587
light_d24_h12,light,740.0,stressed,#FF4500,1.3,1666.7,-659.9,1792.6,18.473,588
humidity_d24_h12,humidity,46.9,stable,#20B2AA,1.6,660.2,1667.6,1793.5,20.043,588
nutrients_d24_h12,nutrients,1037.7,content,#32CD32,1.6,-1664.2,658.9,1789.9,21.614,588
air_quality_d24_h12,air_quality,17.2,stable,#C71585,1.0,-657.9,-1661.7,1787.2,23.185,588
light_d24_h13,light,721.6,stressed,#FF4500,1.3,1679.4,-604.6,1785.0,18.504,589
humidity_d24_h13,humidity,47.4,stable,#20B2AA,2.0,603.4,1676.1,1781.4,20.075,589
nutrients_d24_h13,nutrients,1052.3,thriving,#00FF7F,1.0,-1689.2,608.2,1795.3,21.646,589
air_quality_d24_h13,air_quality,19.9,concerned,#DA70D6,1.0,-602.7,-1674.2,1779.4,23.216,589
light_d24_h14,light,667.7,concerned,#FF6347,1.7,1707.0,-554.6,1794.8,18.535,590
humidity_d24_h14,humidity,48.2,stable,#20B2AA,1.8,551.1,1696.2,1783.5,20.106,590
nutrients_d24_h14,nutrients,1054.6,thriving,#00FF7F,1.8,-1698.1,551.8,1785.5,21.677,590
air_quality_d24_h14,air_quality,13.4,thriving,#FF69B4,1.7,-552.3,-1699.9,1787.4,23.248,590
light_d24_h15,light,581.8,stable,#FF8C00,1.2,1719.2,-499.5,1790.3,18.567,591
humidity_d24_h15,humidity,55.7,content,#00CED1,1.5,497.7,1713.0,1783.8,20.138,591
nutrients_d24_h15,nutrients,1057.3,thriving,#00FF7F,1.7,-1712.5,497.5,1783.3,21.708,591
air_quality_d24_h15,air_quality,23.5,stressed,#9370DB,1.3,-500.6,-1723.1,1794.3,23.279,591
light_d24_h16,light,470.0,content,#FFA500,1.6,1736.0,-445.7,1792.4,18.598,592
humidity_d24_h16,humidity,58.5,thriving,#00FFFF,1.9,446.5,1739.0,1795.4,20.169,592
nutrients_d24_h16,nutrients,1053.4,thriving,#00FF7F,1.3,-1737.0,446.0,1793.4,21.740,592
air_quality_d24_h16,air_quality,16.3,content,#FF1493,1.9,-445.1,-1733.7,1789.9,23.311,592
light_d24_h17,light,339.8,concerned,#FF6347,1.9,1748.1,-390.7,1791.2,18.630,593
humidity_d24_h17,humidity,59.2,thriving,#00FFFF,1.9,394.5,1765.1,1808.6,20.200,593
nutrients_d24_h17,nutrients,1037.7,content,#32CD32,1.3,-1754.7,392.2,1798.0,21.771,593
air_quality_d24_h17,air_quality,12.3,thriving,#FF69B4,1.6,-390.4,-1746.4,1789.5,23.342,593
light_d24_h18,light,200.0,stressed,#FF4500,1.7,1776.2,-338.8,1808.2,18.661,594
humidity_d24_h18,humidity,63.1,content,#00CED1,1.2,337.1,1767.2,1799.0,20.232,594
nutrients_d24_h18,nutrients,1045.5,thriving,#00FF7F,1.2,-1767.5,337.2,1799.4,21.803,594
air_quality_d24_h18,air_quality,17.3,stable,#C71585,1.2,-339.0,-1777.2,1809.3,23.373,594
light_d24_h19,light,40.0,critical,#DC143C,1.1,1787.8,-283.2,1810.1,18.692,595
humidity_d24_h19,humidity,62.2,thriving,#00FFFF,1.9,283.1,1787.2,1809.4,20.263,595
nutrients_d24_h19,nutrients,1061.4,thriving,#00FF7F,1.4,-1776.1,281.3,1798.3,21.834,595
air_quality_d24_h19,air_quality,21.7,stressed,#9370DB,1.3,-282.7,-1784.6,1806.8,23.405,595
light_d24_h20,light,40.0,critical,#DC143C,1.0,1791.0,-226.3,1805.3,18.724,596
humidity_d24_h20,humidity,63.0,content,#00CED1,1.2,227.0,1797.3,1811.5,20.295,596
nutrients_d24_h20,nutrients,1059.1,thriving,#00FF7F,1.3,-1791.1,226.3,1805.3,21.865,596
air_quality_d24_h20,air_quality,13.8,thriving,#FF69B4,1.7,-225.9,-1788.1,1802.3,23.436,596
light_d24_h21,light,40.0,critical,#DC143C,1.7,1795.4,-169.7,1803.4,18.755,597
humidity_d24_h21,humidity,64.3,content,#00CED1,1.7,170.4,1802.6,1810.7,20.326,597
nutrients_d24_h21,nutrients,1062.8,thriving,#00FF7F,1.6,-1800.7,170.2,1808.7,21.897,597
air_quality_d24_h21,air_quality,19.6,concerned,#DA70D6,2.0,-169.8,-1796.1,1804.1,23.468,597
light_d24_h22,light,40.0,critical,#DC143C,1.7,1814.9,-114.2,1818.5,18.787,598
humidity_d24_h22,humidity,66.3,stable,#20B2AA,1.2,113.5,1803.9,1807.5,20.358,598
nutrients_d24_h22,nutrients,1048.0,thriving,#00FF7F,1.6,-1814.0,114.1,1817.6,21.928,598
air_quality_d24_h22,air_quality,17.5,stable,#C71585,1.6,-113.4,-1802.2,1805.7,23.499,598
light_d24_h23,light,40.0,critical,#DC143C,1.2,1817.9,-57.1,1818.8,18.818,599
humidity_d24_h23,humidity,68.6,stable,#20B2AA,1.9,56.9,1810.6,1811.5,20.389,599
nutrients_d24_h23,nutrients,1055.7,thriving,#00FF7F,1.1,-1812.9,57.0,1813.8,21.960,599
air_quality_d24_h23,air_quality,17.3,stable,#C71585,1.7,-57.2,-1819.1,1820.0,23.531,599
light_d25_h0,light,40.0,critical,#DC143C,1.3,1825.4,-0.0,1825.4,18.850,600
humidity_d25_h0,humidity,71.4,stable,#20B2AA,1.6,-0.0,1812.3,1812.3,20.420,600
nutrients_d25_h0,nutrients,1064.0,thriving,#00FF7F,2.0,-1812.1,0.0,1812.1,21.991,600
air_quality_d25_h0,air_quality,13.0,thriving,#FF69B4,1.1,-0.0,-1822.6,1822.6,23.562,600
light_d25_h1,light,40.0,critical,#DC143C,1.0,1824.0,57.3,1824.9,18.881,601
humidity_d25_h1,humidity,69.9,stable,#20B2AA,1.6,-57.2,1818.8,1819.7,20.452,601
nutrients_d25_h1,nutrients,1318.4,stable,#90EE90,1.5,-1814.7,-57.0,1815.6,22.023,601
air_quality_d25_h1,air_quality,28.2,critical,#8A2BE2,1.8,57.2,-1821.5,1822.4,23.593,601
light_d25_h2,light,40.0,critical,#DC143C,1.7,1832.0,115.3,1835.6,18.912,602
humidity_d25_h2,humidity,70.8,stable,#20B2AA,1.5,-115.1,1829.2,1832.8,20.483,602
nutrients_d25_h2,nutrients,1044.9,content,#32CD32,1.4,-1817.9,-114.4,1821.5,22.054,602
air_quality_d25_h2,air_quality,14.6,thriving,#FF69B4,1.9,114.7,-1822.4,1826.0,23.625,602
light_d25_h3,light,40.0,critical,#DC143C,1.1,1830.0,173.0,1838.2,18.944,603
humidity_d25_h3,humidity,63.3,content,#00CED1,1.3,-172.0,1819.8,1827.9,20.515,603
nutrients_d25_h3,nutrients,1057.2,thriving,#00FF7F,1.6,-1819.5,-172.0,1827.6,22.085,603
air_quality_d25_h3,air_quality,17.8,stable,#C71585,1.2,171.5,-1814.2,1822.3,23.656,603
light_d25_h4,light,40.0,critical,#DC143C,1.6,1812.6,229.0,1827.0,18.975,604
humidity_d25_h4,humidity,67.3,stable,#20B2AA,1.6,-229.8,1819.0,1833.5,20.546,604
nutrients_d25_h4,nutrients,1055.2,thriving,#00FF7F,1.1,-1813.9,-229.1,1828.3,22.117,604
air_quality_d25_h4,air_quality,12.7,thriving,#FF69B4,1.2,228.6,-1809.3,1823.6,23.688,604
light_d25_h5,light,40.0,critical,#DC143C,1.6,1807.2,286.2,1829.7,19.007,605
humidity_d25_h5,humidity,61.8,thriving,#00FFFF,1.8,-286.2,1807.0,1829.5,20.577,605
nutrients_d25_h5,nutrients,1042.1,content,#32CD32,1.9,-1811.5,-286.9,1834.1,22.148,605
air_quality_d25_h5,air_quality,12.7,thriving,#FF69B4,1.7,287.0,-1811.8,1834.3,23.719,605
light_d25_h6,light,200.0,stressed,#FF4500,1.5,1802.6,343.9,1835.1,19.038,606
humidity_d25_h6,humidity,61.4,thriving,#00FFFF,1.9,-343.5,1800.4,1832.9,20.609,606
nutrients_d25_h6,nutrients,1047.7,thriving,#00FF7F,1.6,-1811.2,-345.5,1843.9,22.180,606
air_quality_d25_h6,air_quality,16.0,content,#FF1493,1.3,345.9,-1813.3,1846.0,23.750,606
light_d25_h7,light,339.8,concerned,#FF6347,1.9,1797.0,401.7,1841.3,19.069,607
humidity_d25_h7,humidity,54.4,content,#00CED1,1.0,-401.6,1796.6,1840.9,20.640,607
nutrients_d25_h7,nutrients,1038.5,content,#32CD32,1.0,-1802.4,-402.9,1846.9,22.211,607
air_quality_d25_h7,air_quality,12.6,thriving,#FF69B4,1.1,401.0,-1794.1,1838.4,23.782,607
light_d25_h8,light,470.0,content,#FFA500,1.1,1786.0,458.6,1843.9,19.101,608
humidity_d25_h8,humidity,57.2,thriving,#00FFFF,1.6,-460.9,1795.3,1853.5,20.672,608
nutrients_d25_h8,nutrients,1190.7,content,#32CD32,1.4,-1781.6,-457.4,1839.3,22.242,608
air_quality_d25_h8,air_quality,17.0,stable,#C71585,1.0,458.6,-1786.0,1843.9,23.813,608
light_d25_h9,light,581.8,stable,#FF8C00,1.4,1774.6,515.6,1848.0,19.132,609
humidity_d25_h9,humidity,50.2,stable,#20B2AA,1.0,-514.6,1771.3,1844.5,20.703,609
nutrients_d25_h9,nutrients,1059.6,thriving,#00FF7F,1.3,-1767.5,-513.5,1840.6,22.274,609
air_quality_d25_h9,air_quality,29.6,critical,#8A2BE2,2.0,515.6,-1774.7,1848.1,23.845,609
light_d25_h10,light,667.7,concerned,#FF6347,1.3,1756.6,570.8,1847.0,19.164,610
humidity_d25_h10,humidity,47.5,stable,#20B2AA,1.6,-571.8,1759.9,1850.5,20.735,610
nutrients_d25_h10,nutrients,1049.9,thriving,#00FF7F,1.5,-1765.5,-573.6,1856.4,22.305,610
air_quality_d25_h10,air_quality,17.8,stable,#C71585,1.7,569.6,-1753.1,1843.3,23.876,610
light_d25_h11,light,721.6,stressed,#FF4500,1.2,1740.2,626.5,1849.5,19.195,611
humidity_d25_h11,humidity,54.1,content,#00CED1,1.5,-625.7,1738.1,1847.3,20.766,611
nutrients_d25_h11,nutrients,1052.6,thriving,#00FF7F,1.5,-1745.2,-628.3,1854.8,22.337,611
air_quality_d25_h11,air_quality,11.6,thriving,#FF69B4,1.4,629.2,-1747.7,1857.6,23.908,611
light_d25_h12,light,740.0,stressed,#FF4500,1.1,1728.5,684.3,1859.0,19.227,612
humidity_d25_h12,humidity,47.5,stable,#20B2AA,1.4,-685.6,1731.6,1862.4,20.797,612
nutrients_d25_h12,nutrients,1058.8,thriving,#00FF7F,1.6,-1723.1,-682.2,1853.3,22.368,612
air_quality_d25_h12,air_quality,17.2,stable,#C71585,1.8,681.1,-1720.3,1850.2,23.939,612
light_d25_h13,light,721.6,stressed,#FF4500,1.2,1705.4,738.0,1858.2,19.258,613
humidity_d25_h13,humidity,52.4,stable,#20B2AA,1.1,-734.4,1697.0,1849.1,20.829,613
nutrients_d25_h13,nutrients,1037.1,content,#32CD32,1.8,-1705.1,-737.9,1857.9,22.400,613
air_quality_d25_h13,air_quality,17.5,stable,#C71585,1.7,740.7,-1711.6,1865.0,23.970,613
light_d25_h14,light,667.7,concerned,#FF6347,1.4,1692.2,796.3,1870.2,19.289,614
humidity_d25_h14,humidity,51.0,stable,#20B2AA,1.5,-792.9,1684.9,1862.2,20.860,614
nutrients_d25_h14,nutrients,1059.2,thriving,#00FF7F,1.1,-1677.3,-789.3,1853.8,22.431,614
air_quality_d25_h14,air_quality,11.4,thriving,#FF69B4,1.8,789.5,-1677.8,1854.3,24.002,614
light_d25_h15,light,581.8,stable,#FF8C00,1.6,1656.7,844.1,1859.3,19.321,615
humidity_d25_h15,humidity,50.7,stable,#20B2AA,1.4,-847.1,1662.6,1866.0,20.892,615
nutrients_d25_h15,nutrients,1055.8,thriving,#00FF7F,1.6,-1670.0,-850.9,1874.3,22.462,615
air_quality_d25_h15,air_quality,16.3,content,#FF1493,1.2,847.3,-1662.9,1866.3,24.033,615
light_d25_h16,light,470.0,content,#FFA500,1.7,1639.8,901.5,1871.3,19.352,616
humidity_d25_h16,humidity,58.7,thriving,#00FFFF,1.2,-904.6,1645.5,1877.8,20.923,616
nutrients_d25_h16,nutrients,1049.0,thriving,#00FF7F,1.4,-1635.3,-899.0,1866.1,22.494,616
air_quality_d25_h16,air_quality,16.4,content,#FF1493,1.7,897.6,-1632.7,1863.1,24.065,616
light_d25_h17,light,339.8,concerned,#FF6347,1.9,1611.9,953.3,1872.7,19.384,617
humidity_d25_h17,humidity,60.8,thriving,#00FFFF,1.0,-952.6,1610.8,1871.4,20.954,617
nutrients_d25_h17,nutrients,1044.4,content,#32CD32,1.9,-1614.3,-954.7,1875.5,22.525,617
air_quality_d25_h17,air_quality,11.4,thriving,#FF69B4,1.4,951.1,-1608.2,1868.4,24.096,617
light_d25_h18,light,200.0,stressed,#FF4500,1.2,1581.3,1003.5,1872.8,19.415,618
humidity_d25_h18,humidity,61.1,thriving,#00FFFF,1.2,-1003.2,1580.8,1872.2,20.986,618
nutrients_d25_h18,nutrients,1049.8,thriving,#00FF7F,1.9,-1576.0,-1000.1,1866.5,22.557,618
air_quality_d25_h18,air_quality,12.3,thriving,#FF69B4,1.9,999.5,-1575.0,1865.4,24.127,618
light_d25_h19,light,40.0,critical,#DC143C,1.5,1550.3,1053.6,1874.4,19.446,619
humidity_d25_h19,humidity,60.7,thriving,#00FFFF,1.1,-1059.5,1559.0,1884.9,21.017,619
nutrients_d25_h19,nutrients,1055.9,thriving,#00FF7F,1.4,-1555.7,-1057.2,1880.9,22.588,619
air_quality_d25_h19,air_quality,12.5,thriving,#FF69B4,1.2,1053.4,-1550.1,1874.2,24.159,619
light_d25_h20,light,40.0,critical,#DC143C,1.8,1527.3,1109.6,1887.8,19.478,620
humidity_d25_h20,humidity,67.2,stable,#20B2AA,1.8,-1100.3,1514.4,1871.9,21.049,620
nutrients_d25_h20,nutrients,1045.3,thriving,#00FF7F,1.9,-1519.8,-1104.2,1878.6,22.619,620
air_quality_d25_h20,air_quality,17.6,stable,#C71585,2.0,1109.7,-1527.4,1888.0,24.190,620
light_d25_h21,light,40.0,critical,#DC143C,1.8,1495.7,1160.2,1892.9,19.509,621
humidity_d25_h21,humidity,70.4,stable,#20B2AA,2.0,-1151.4,1484.3,1878.5,21.080,621
nutrients_d25_h21,nutrients,1048.8,thriving,#00FF7F,1.2,-1487.7,-1154.0,1882.8,22.651,621
air_quality_d25_h21,air_quality,12.3,thriving,#FF69B4,1.7,1154.7,-1488.6,1883.9,24.222,621
light_d25_h22,light,40.0,critical,#DC143C,1.8,1450.6,1200.0,1882.6,19.541,622
humidity_d25_h22,humidity,64.8,content,#00CED1,1.2,-1201.2,1452.1,1884.5,21.112,622
nutrients_d25_h22,nutrients,1038.6,content,#32CD32,1.7,-1451.1,-1200.4,1883.2,22.682,622
air_quality_d25_h22,air_quality,17.8,stable,#C71585,1.8,1208.4,-1460.7,1895.7,24.253,622
light_d25_h23,light,40.0,critical,#DC143C,1.4,1420.4,1252.3,1893.6,19.572,623
humidity_d25_h23,humidity,69.0,stable,#20B2AA,1.6,-1249.8,1417.6,1889.8,21.143,623
nutrients_d25_h23,nutrients,1035.3,content,#32CD32,1.5,-1420.3,-1252.2,1893.5,22.714,623
air_quality_d25_h23,air_quality,11.1,thriving,#FF69B4,1.5,1250.5,-1418.4,1890.9,24.285,623
light_d26_h0,light,40.0,critical,#DC143C,1.0,1378.4,1294.4,1890.9,19.604,624
humidity_d26_h0,humidity,66.3,stable,#20B2AA,1.1,-1296.2,1380.3,1893.5,21.174,624
nutrients_d26_h0,nutrients,1043.2,content,#32CD32,1.4,-1376.6,-1292.7,1888.5,22.745,624
air_quality_d26_h0,air_quality,33.1,critical,#8A2BE2,1.5,1301.3,-1385.7,1900.9,24.316,624
light_d26_h1,light,40.0,critical,#DC143C,1.6,1333.7,1333.7,1886.1,19.635,625
humidity_d26_h1,humidity,73.5,stable,#20B2AA,1.6,-1333.1,1333.1,1885.2,21.206,625
nutrients_d26_h1,nutrients,1056.1,thriving,#00FF7F,1.6,-1346.5,-1346.5,1904.2,22.777,625
air_quality_d26_h1,air_quality,19.3,concerned,#DA70D6,1.5,1337.0,-1337.0,1890.9,24.347,625
light_d26_h2,light,40.0,critical,#DC143C,1.4,1296.6,1380.8,1894.2,19.666,626
