source,target,strength,connection_type,color_flow,time
light_d12_h11,light_d12_h12,0.8,temporal,neutral,300
humidity_d12_h11,humidity_d12_h12,0.8,temporal,neutral,300
nutrients_d12_h11,nutrients_d12_h12,0.8,temporal,positive,300
air_quality_d12_h11,air_quality_d12_h12,0.8,temporal,neutral,300
light_d12_h12,light_d12_h13,0.8,temporal,neutral,301
humidity_d12_h12,humidity_d12_h13,0.8,temporal,neutral,301
nutrients_d12_h12,nutrients_d12_h13,0.8,temporal,positive,301
air_quality_d12_h12,air_quality_d12_h13,0.8,temporal,neutral,301
light_d12_h13,light_d12_h14,0.8,temporal,neutral,302
humidity_d12_h13,humidity_d12_h14,0.8,temporal,neutral,302
nutrients_d12_h13,nutrients_d12_h14,0.8,temporal,positive,302
air_quality_d12_h13,air_quality_d12_h14,0.8,temporal,positive,302
light_d12_h14,light_d12_h15,0.8,temporal,neutral,303
humidity_d12_h14,humidity_d12_h15,0.8,temporal,neutral,303
nutrients_d12_h14,nutrients_d12_h15,0.8,temporal,positive,303
air_quality_d12_h14,air_quality_d12_h15,0.8,temporal,neutral,303
light_d12_h15,light_d12_h16,0.8,temporal,neutral,304
humidity_d12_h15,humidity_d12_h16,0.8,temporal,positive,304
nutrients_d12_h15,nutrients_d12_h16,0.8,temporal,positive,304
air_quality_d12_h15,air_quality_d12_h16,0.8,temporal,negative,304
light_d12_h16,light_d12_h17,0.8,temporal,neutral,305
humidity_d12_h16,humidity_d12_h17,0.8,temporal,neutral,305
nutrients_d12_h16,nutrients_d12_h17,0.8,temporal,positive,305
air_quality_d12_h16,air_quality_d12_h17,0.8,temporal,positive,305
light_d12_h17,light_d12_h18,0.8,temporal,neutral,306
humidity_d12_h17,humidity_d12_h18,0.8,temporal,positive,306
nutrients_d12_h17,nutrients_d12_h18,0.8,temporal,positive,306
air_quality_d12_h17,air_quality_d12_h18,0.8,temporal,neutral,306
light_d12_h18,light_d12_h19,0.8,temporal,negative,307
humidity_d12_h18,humidity_d12_h19,0.8,temporal,positive,307
nutrients_d12_h18,nutrients_d12_h19,0.8,temporal,positive,307
air_quality_d12_h18,air_quality_d12_h19,0.8,temporal,positive,307
light_d12_h19,light_d12_h20,0.8,temporal,negative,308
humidity_d12_h19,humidity_d12_h20,0.8,temporal,neutral,308
nutrients_d12_h19,nutrients_d12_h20,0.8,temporal,positive,308
air_quality_d12_h19,air_quality_d12_h20,0.8,temporal,neutral,308
light_d12_h20,light_d12_h21,0.8,temporal,negative,309
humidity_d12_h20,humidity_d12_h21,0.8,temporal,neutral,309
nutrients_d12_h20,nutrients_d12_h21,0.8,temporal,positive,309
air_quality_d12_h20,air_quality_d12_h21,0.8,temporal,neutral,309
light_d12_h21,light_d12_h22,0.8,temporal,negative,310
humidity_d12_h21,humidity_d12_h22,0.8,temporal,neutral,310
nutrients_d12_h21,nutrients_d12_h22,0.8,temporal,positive,310
air_quality_d12_h21,air_quality_d12_h22,0.8,temporal,positive,310
light_d12_h22,light_d12_h23,0.8,temporal,negative,311
humidity_d12_h22,humidity_d12_h23,0.8,temporal,neutral,311
nutrients_d12_h22,nutrients_d12_h23,0.8,temporal,positive,311
air_quality_d12_h22,air_quality_d12_h23,0.8,temporal,positive,311
light_d12_h23,light_d13_h0,0.8,temporal,negative,312
humidity_d12_h23,humidity_d13_h0,0.8,temporal,neutral,312
nutrients_d12_h23,nutrients_d13_h0,0.8,temporal,positive,312
air_quality_d12_h23,air_quality_d13_h0,0.8,temporal,positive,312
light_d13_h0,light_d13_h1,0.8,temporal,negative,313
humidity_d13_h0,humidity_d13_h1,0.8,temporal,neutral,313
nutrients_d13_h0,nutrients_d13_h1,0.8,temporal,positive,313
air_quality_d13_h0,air_quality_d13_h1,0.8,temporal,neutral,313
light_d13_h1,light_d13_h2,0.8,temporal,negative,314
humidity_d13_h1,humidity_d13_h2,0.8,temporal,neutral,314
nutrients_d13_h1,nutrients_d13_h2,0.8,temporal,positive,314
air_quality_d13_h1,air_quality_d13_h2,0.8,temporal,positive,314
light_d13_h2,light_d13_h3,0.8,temporal,negative,315
humidity_d13_h2,humidity_d13_h3,0.8,temporal,neutral,315
nutrients_d13_h2,nutrients_d13_h3,0.8,temporal,positive,315
air_quality_d13_h2,air_quality_d13_h3,0.8,temporal,neutral,315
light_d13_h3,light_d13_h4,0.8,temporal,negative,316
humidity_d13_h3,humidity_d13_h4,0.8,temporal,neutral,316
nutrients_d13_h3,nutrients_d13_h4,0.8,temporal,positive,316
air_quality_d13_h3,air_quality_d13_h4,0.8,temporal,positive,316
light_d13_h4,light_d13_h5,0.8,temporal,negative,317
humidity_d13_h4,humidity_d13_h5,0.8,temporal,neutral,317
nutrients_d13_h4,nutrients_d13_h5,0.8,temporal,positive,317
air_quality_d13_h4,air_quality_d13_h5,0.8,temporal,neutral,317
light_d13_h5,light_d13_h6,0.8,temporal,neutral,318
humidity_d13_h5,humidity_d13_h6,0.8,temporal,positive,318
nutrients_d13_h5,nutrients_d13_h6,0.8,temporal,positive,318
air_quality_d13_h5,air_quality_d13_h6,0.8,temporal,negative,318
light_d13_h6,light_d13_h7,0.8,temporal,neutral,319
humidity_d13_h6,humidity_d13_h7,0.8,temporal,positive,319
nutrients_d13_h6,nutrients_d13_h7,0.8,temporal,positive,319
air_quality_d13_h6,air_quality_d13_h7,0.8,temporal,neutral,319
light_d13_h7,light_d13_h8,0.8,temporal,neutral,320
humidity_d13_h7,humidity_d13_h8,0.8,temporal,neutral,320
nutrients_d13_h7,nutrients_d13_h8,0.8,temporal,positive,320
air_quality_d13_h7,air_quality_d13_h8,0.8,temporal,positive,320
light_d13_h8,light_d13_h9,0.8,temporal,neutral,321
humidity_d13_h8,humidity_d13_h9,0.8,temporal,neutral,321
nutrients_d13_h8,nutrients_d13_h9,0.8,temporal,positive,321
air_quality_d13_h8,air_quality_d13_h9,0.8,temporal,negative,321
light_d13_h9,light_d13_h10,0.8,temporal,neutral,322
humidity_d13_h9,humidity_d13_h10,0.8,temporal,neutral,322
nutrients_d13_h9,nutrients_d13_h10,0.8,temporal,positive,322
air_quality_d13_h9,air_quality_d13_h10,0.8,temporal,positive,322
light_d13_h10,light_d13_h11,0.8,temporal,neutral,323
humidity_d13_h10,humidity_d13_h11,0.8,temporal,neutral,323
nutrients_d13_h10,nutrients_d13_h11,0.8,temporal,positive,323
air_quality_d13_h10,air_quality_d13_h11,0.8,temporal,positive,323
light_d13_h11,light_d13_h12,0.8,temporal,neutral,324
humidity_d13_h11,humidity_d13_h12,0.8,temporal,neutral,324
nutrients_d13_h11,nutrients_d13_h12,0.8,temporal,positive,324
air_quality_d13_h11,air_quality_d13_h12,0.8,temporal,positive,324
light_d13_h12,light_d13_h13,0.8,temporal,neutral,325
humidity_d13_h12,humidity_d13_h13,0.8,temporal,neutral,325
nutrients_d13_h12,nutrients_d13_h13,0.8,temporal,positive,325
air_quality_d13_h12,air_quality_d13_h13,0.8,temporal,neutral,325
light_d13_h13,light_d13_h14,0.8,temporal,neutral,326
humidity_d13_h13,humidity_d13_h14,0.8,temporal,neutral,326
nutrients_d13_h13,nutrients_d13_h14,0.8,temporal,positive,326
air_quality_d13_h13,air_quality_d13_h14,0.8,temporal,negative,326
light_d13_h14,light_d13_h15,0.8,temporal,neutral,327
humidity_d13_h14,humidity_d13_h15,0.8,temporal,neutral,327
nutrients_d13_h14,nutrients_d13_h15,0.8,temporal,positive,327
air_quality_d13_h14,air_quality_d13_h15,0.8,temporal,positive,327
light_d13_h15,light_d13_h16,0.8,temporal,neutral,328
humidity_d13_h15,humidity_d13_h16,0.8,temporal,neutral,328
nutrients_d13_h15,nutrients_d13_h16,0.8,temporal,positive,328
air_quality_d13_h15,air_quality_d13_h16,0.8,temporal,positive,328
light_d13_h16,light_d13_h17,0.8,temporal,neutral,329
humidity_d13_h16,humidity_d13_h17,0.8,temporal,positive,329
nutrients_d13_h16,nutrients_d13_h17,0.8,temporal,positive,329
air_quality_d13_h16,air_quality_d13_h17,0.8,temporal,neutral,329
light_d13_h17,light_d13_h18,0.8,temporal,neutral,330
humidity_d13_h17,humidity_d13_h18,0.8,temporal,positive,330
nutrients_d13_h17,nutrients_d13_h18,0.8,temporal,positive,330
air_quality_d13_h17,air_quality_d13_h18,0.8,temporal,negative,330
light_d13_h18,light_d13_h19,0.8,temporal,negative,331
humidity_d13_h18,humidity_d13_h19,0.8,temporal,positive,331
nutrients_d13_h18,nutrients_d13_h19,0.8,temporal,positive,331
air_quality_d13_h18,air_quality_d13_h19,0.8,temporal,positive,331
light_d13_h19,light_d13_h20,0.8,temporal,negative,332
humidity_d13_h19,humidity_d13_h20,0.8,temporal,neutral,332
nutrients_d13_h19,nutrients_d13_h20,0.8,temporal,positive,332
air_quality_d13_h19,air_quality_d13_h20,0.8,temporal,negative,332
light_d13_h20,light_d13_h21,0.8,temporal,negative,333
humidity_d13_h20,humidity_d13_h21,0.8,temporal,neutral,333
nutrients_d13_h20,nutrients_d13_h21,0.8,temporal,positive,333
air_quality_d13_h20,air_quality_d13_h21,0.8,temporal,positive,333
light_d13_h21,light_d13_h22,0.8,temporal,negative,334
humidity_d13_h21,humidity_d13_h22,0.8,temporal,neutral,334
nutrients_d13_h21,nutrients_d13_h22,0.8,temporal,positive,334
air_quality_d13_h21,air_quality_d13_h22,0.8,temporal,negative,334
light_d13_h22,light_d13_h23,0.8,temporal,negative,335
humidity_d13_h22,humidity_d13_h23,0.8,temporal,neutral,335
nutrients_d13_h22,nutrients_d13_h23,0.8,temporal,positive,335
air_quality_d13_h22,air_quality_d13_h23,0.8,temporal,positive,335
light_d13_h23,light_d14_h0,0.8,temporal,negative,336
humidity_d13_h23,humidity_d14_h0,0.8,temporal,neutral,336
nutrients_d13_h23,nutrients_d14_h0,0.8,temporal,positive,336
air_quality_d13_h23,air_quality_d14_h0,0.8,temporal,positive,336
light_d14_h0,light_d14_h1,0.8,temporal,negative,337
humidity_d14_h0,humidity_d14_h1,0.8,temporal,neutral,337
nutrients_d14_h0,nutrients_d14_h1,0.8,temporal,positive,337
air_quality_d14_h0,air_quality_d14_h1,0.8,temporal,positive,337
light_d14_h1,light_d14_h2,0.8,temporal,negative,338
humidity_d14_h1,humidity_d14_h2,0.8,temporal,neutral,338
nutrients_d14_h1,nutrients_d14_h2,0.8,temporal,positive,338
air_quality_d14_h1,air_quality_d14_h2,0.8,temporal,positive,338
light_d14_h2,light_d14_h3,0.8,temporal,negative,339
humidity_d14_h2,humidity_d14_h3,0.8,temporal,neutral,339
nutrients_d14_h2,nutrients_d14_h3,0.8,temporal,positive,339
air_quality_d14_h2,air_quality_d14_h3,0.8,temporal,positive,339
light_d14_h3,light_d14_h4,0.8,temporal,negative,340
humidity_d14_h3,humidity_d14_h4,0.8,temporal,neutral,340
nutrients_d14_h3,nutrients_d14_h4,0.8,temporal,positive,340
air_quality_d14_h3,air_quality_d14_h4,0.8,temporal,positive,340
light_d14_h4,light_d14_h5,0.8,temporal,negative,341
humidity_d14_h4,humidity_d14_h5,0.8,temporal,positive,341
nutrients_d14_h4,nutrients_d14_h5,0.8,temporal,positive,341
air_quality_d14_h4,air_quality_d14_h5,0.8,temporal,positive,341
light_d14_h5,light_d14_h6,0.8,temporal,neutral,342
humidity_d14_h5,humidity_d14_h6,0.8,temporal,positive,342
nutrients_d14_h5,nutrients_d14_h6,0.8,temporal,positive,342
air_quality_d14_h5,air_quality_d14_h6,0.8,temporal,positive,342
light_d14_h6,light_d14_h7,0.8,temporal,neutral,343
humidity_d14_h6,humidity_d14_h7,0.8,temporal,neutral,343
nutrients_d14_h6,nutrients_d14_h7,0.8,temporal,positive,343
air_quality_d14_h6,air_quality_d14_h7,0.8,temporal,negative,343
light_d14_h7,light_d14_h8,0.8,temporal,neutral,344
humidity_d14_h7,humidity_d14_h8,0.8,temporal,positive,344
nutrients_d14_h7,nutrients_d14_h8,0.8,temporal,positive,344
air_quality_d14_h7,air_quality_d14_h8,0.8,temporal,positive,344
light_d14_h8,light_d14_h9,0.8,temporal,neutral,345
humidity_d14_h8,humidity_d14_h9,0.8,temporal,neutral,345
nutrients_d14_h8,nutrients_d14_h9,0.8,temporal,positive,345
air_quality_d14_h8,air_quality_d14_h9,0.8,temporal,positive,345
light_d14_h9,light_d14_h10,0.8,temporal,neutral,346
humidity_d14_h9,humidity_d14_h10,0.8,temporal,neutral,346
nutrients_d14_h9,nutrients_d14_h10,0.8,temporal,positive,346
air_quality_d14_h9,air_quality_d14_h10,0.8,temporal,neutral,346
light_d14_h10,light_d14_h11,0.8,temporal,neutral,347
humidity_d14_h10,humidity_d14_h11,0.8,temporal,neutral,347
nutrients_d14_h10,nutrients_d14_h11,0.8,temporal,positive,347
air_quality_d14_h10,air_quality_d14_h11,0.8,temporal,neutral,347
light_d14_h11,light_d14_h12,0.8,temporal,neutral,348
humidity_d14_h11,humidity_d14_h12,0.8,temporal,neutral,348
nutrients_d14_h11,nutrients_d14_h12,0.8,temporal,positive,348
air_quality_d14_h11,air_quality_d14_h12,0.8,temporal,positive,348
light_d14_h12,light_d14_h13,0.8,temporal,neutral,349
humidity_d14_h12,humidity_d14_h13,0.8,temporal,neutral,349
nutrients_d14_h12,nutrients_d14_h13,0.8,temporal,positive,349
air_quality_d14_h12,air_quality_d14_h13,0.8,temporal,positive,349
light_d14_h13,light_d14_h14,0.8,temporal,neutral,350
humidity_d14_h13,humidity_d14_h14,0.8,temporal,neutral,350
nutrients_d14_h13,nutrients_d14_h14,0.8,temporal,positive,350
air_quality_d14_h13,air_quality_d14_h14,0.8,temporal,positive,350
light_d14_h14,light_d14_h15,0.8,temporal,neutral,351
humidity_d14_h14,humidity_d14_h15,0.8,temporal,neutral,351
nutrients_d14_h14,nutrients_d14_h15,0.8,temporal,positive,351
air_quality_d14_h14,air_quality_d14_h15,0.8,temporal,negative,351
light_d14_h15,light_d14_h16,0.8,temporal,neutral,352
humidity_d14_h15,humidity_d14_h16,0.8,temporal,neutral,352
nutrients_d14_h15,nutrients_d14_h16,0.8,temporal,positive,352
air_quality_d14_h15,air_quality_d14_h16,0.8,temporal,neutral,352
light_d14_h16,light_d14_h17,0.8,temporal,neutral,353
humidity_d14_h16,humidity_d14_h17,0.8,temporal,positive,353
nutrients_d14_h16,nutrients_d14_h17,0.8,temporal,positive,353
air_quality_d14_h16,air_quality_d14_h17,0.8,temporal,neutral,353
light_d14_h17,light_d14_h18,0.8,temporal,neutral,354
humidity_d14_h17,humidity_d14_h18,0.8,temporal,neutral,354
nutrients_d14_h17,nutrients_d14_h18,0.8,temporal,positive,354
air_quality_d14_h17,air_quality_d14_h18,0.8,temporal,neutral,354
light_d14_h18,light_d14_h19,0.8,temporal,negative,355
humidity_d14_h18,humidity_d14_h19,0.8,temporal,positive,355
nutrients_d14_h18,nutrients_d14_h19,0.8,temporal,neutral,355
air_quality_d14_h18,air_quality_d14_h19,0.8,temporal,negative,355
light_d14_h19,light_d14_h20,0.8,temporal,negative,356
humidity_d14_h19,humidity_d14_h20,0.8,temporal,neutral,356
nutrients_d14_h19,nutrients_d14_h20,0.8,temporal,positive,356
air_quality_d14_h19,air_quality_d14_h20,0.8,temporal,positive,356
light_d14_h20,light_d14_h21,0.8,temporal,negative,357
humidity_d14_h20,humidity_d14_h21,0.8,temporal,neutral,357
nutrients_d14_h20,nutrients_d14_h21,0.8,temporal,positive,357
air_quality_d14_h20,air_quality_d14_h21,0.8,temporal,neutral,357
light_d14_h21,light_d14_h22,0.8,temporal,negative,358
humidity_d14_h21,humidity_d14_h22,0.8,temporal,neutral,358
nutrients_d14_h21,nutrients_d14_h22,0.8,temporal,positive,358
air_quality_d14_h21,air_quality_d14_h22,0.8,temporal,neutral,358
light_d14_h22,light_d14_h23,0.8,temporal,negative,359
humidity_d14_h22,humidity_d14_h23,0.8,temporal,neutral,359
nutrients_d14_h22,nutrients_d14_h23,0.8,temporal,positive,359
air_quality_d14_h22,air_quality_d14_h23,0.8,temporal,neutral,359
light_d14_h23,light_d15_h0,0.8,temporal,negative,360
humidity_d14_h23,humidity_d15_h0,0.8,temporal,neutral,360
nutrients_d14_h23,nutrients_d15_h0,0.8,temporal,neutral,360
air_quality_d14_h23,air_quality_d15_h0,0.8,temporal,positive,360
light_d15_h0,light_d15_h1,0.8,temporal,negative,361
humidity_d15_h0,humidity_d15_h1,0.8,temporal,neutral,361
nutrients_d15_h0,nutrients_d15_h1,0.8,temporal,positive,361
air_quality_d15_h0,air_quality_d15_h1,0.8,temporal,positive,361
light_d15_h1,light_d15_h2,0.8,temporal,negative,362
humidity_d15_h1,humidity_d15_h2,0.8,temporal,neutral,362
nutrients_d15_h1,nutrients_d15_h2,0.8,temporal,positive,362
air_quality_d15_h1,air_quality_d15_h2,0.8,temporal,negative,362
light_d15_h2,light_d15_h3,0.8,temporal,negative,363
humidity_d15_h2,humidity_d15_h3,0.8,temporal,neutral,363
nutrients_d15_h2,nutrients_d15_h3,0.8,temporal,positive,363
air_quality_d15_h2,air_quality_d15_h3,0.8,temporal,positive,363
light_d15_h3,light_d15_h4,0.8,temporal,negative,364
humidity_d15_h3,humidity_d15_h4,0.8,temporal,neutral,364
nutrients_d15_h3,nutrients_d15_h4,0.8,temporal,positive,364
air_quality_d15_h3,air_quality_d15_h4,0.8,temporal,neutral,364
light_d15_h4,light_d15_h5,0.8,temporal,negative,365
humidity_d15_h4,humidity_d15_h5,0.8,temporal,neutral,365
nutrients_d15_h4,nutrients_d15_h5,0.8,temporal,positive,365
air_quality_d15_h4,air_quality_d15_h5,0.8,temporal,positive,365
light_d15_h5,light_d15_h6,0.8,temporal,neutral,366
humidity_d15_h5,humidity_d15_h6,0.8,temporal,positive,366
nutrients_d15_h5,nutrients_d15_h6,0.8,temporal,positive,366
air_quality_d15_h5,air_quality_d15_h6,0.8,temporal,positive,366
light_d15_h6,light_d15_h7,0.8,temporal,neutral,367
humidity_d15_h6,humidity_d15_h7,0.8,temporal,neutral,367
nutrients_d15_h6,nutrients_d15_h7,0.8,temporal,positive,367
air_quality_d15_h6,air_quality_d15_h7,0.8,temporal,positive,367
light_d15_h7,light_d15_h8,0.8,temporal,neutral,368
humidity_d15_h7,humidity_d15_h8,0.8,temporal,neutral,368
nutrients_d15_h7,nutrients_d15_h8,0.8,temporal,positive,368
air_quality_d15_h7,air_quality_d15_h8,0.8,temporal,negative,368
light_d15_h8,light_d15_h9,0.8,temporal,neutral,369
humidity_d15_h8,humidity_d15_h9,0.8,temporal,neutral,369
nutrients_d15_h8,nutrients_d15_h9,0.8,temporal,neutral,369
air_quality_d15_h8,air_quality_d15_h9,0.8,temporal,positive,369
light_d15_h9,light_d15_h10,0.8,temporal,neutral,370
humidity_d15_h9,humidity_d15_h10,0.8,temporal,neutral,370
nutrients_d15_h9,nutrients_d15_h10,0.8,temporal,positive,370
air_quality_d15_h9,air_quality_d15_h10,0.8,temporal,neutral,370
light_d15_h10,light_d15_h11,0.8,temporal,neutral,371
humidity_d15_h10,humidity_d15_h11,0.8,temporal,neutral,371
nutrients_d15_h10,nutrients_d15_h11,0.8,temporal,positive,371
air_quality_d15_h10,air_quality_d15_h11,0.8,temporal,positive,371
light_d15_h11,light_d15_h12,0.8,temporal,neutral,372
humidity_d15_h11,humidity_d15_h12,0.8,temporal,neutral,372
nutrients_d15_h11,nutrients_d15_h12,0.8,temporal,positive,372
air_quality_d15_h11,air_quality_d15_h12,0.8,temporal,neutral,372
light_d15_h12,light_d15_h13,0.8,temporal,neutral,373
humidity_d15_h12,humidity_d15_h13,0.8,temporal,neutral,373
nutrients_d15_h12,nutrients_d15_h13,0.8,temporal,positive,373
air_quality_d15_h12,air_quality_d15_h13,0.8,temporal,positive,373
light_d15_h13,light_d15_h14,0.8,temporal,neutral,374
humidity_d15_h13,humidity_d15_h14,0.8,temporal,neutral,374
nutrients_d15_h13,nutrients_d15_h14,0.8,temporal,positive,374
air_quality_d15_h13,air_quality_d15_h14,0.8,temporal,negative,374
light_d15_h14,light_d15_h15,0.8,temporal,neutral,375
humidity_d15_h14,humidity_d15_h15,0.8,temporal,neutral,375
nutrients_d15_h14,nutrients_d15_h15,0.8,temporal,positive,375
air_quality_d15_h14,air_quality_d15_h15,0.8,temporal,neutral,375
light_d15_h15,light_d15_h16,0.8,temporal,neutral,376
humidity_d15_h15,humidity_d15_h16,0.8,temporal,positive,376
nutrients_d15_h15,nutrients_d15_h16,0.8,temporal,positive,376
air_quality_d15_h15,air_quality_d15_h16,0.8,temporal,positive,376
light_d15_h16,light_d15_h17,0.8,temporal,neutral,377
humidity_d15_h16,humidity_d15_h17,0.8,temporal,neutral,377
nutrients_d15_h16,nutrients_d15_h17,0.8,temporal,positive,377
air_quality_d15_h16,air_quality_d15_h17,0.8,temporal,positive,377
light_d15_h17,light_d15_h18,0.8,temporal,neutral,378
humidity_d15_h17,humidity_d15_h18,0.8,temporal,neutral,378
nutrients_d15_h17,nutrients_d15_h18,0.8,temporal,positive,378
air_quality_d15_h17,air_quality_d15_h18,0.8,temporal,positive,378
light_d15_h18,light_d15_h19,0.8,temporal,negative,379
humidity_d15_h18,humidity_d15_h19,0.8,temporal,neutral,379
nutrients_d15_h18,nutrients_d15_h19,0.8,temporal,positive,379
air_quality_d15_h18,air_quality_d15_h19,0.8,temporal,positive,379
light_d15_h19,light_d15_h20,0.8,temporal,negative,380
humidity_d15_h19,humidity_d15_h20,0.8,temporal,positive,380
nutrients_d15_h19,nutrients_d15_h20,0.8,temporal,positive,380
air_quality_d15_h19,air_quality_d15_h20,0.8,temporal,positive,380
light_d15_h20,light_d15_h21,0.8,temporal,negative,381
humidity_d15_h20,humidity_d15_h21,0.8,temporal,neutral,381
nutrients_d15_h20,nutrients_d15_h21,0.8,temporal,positive,381
air_quality_d15_h20,air_quality_d15_h21,0.8,temporal,neutral,381
light_d15_h21,light_d15_h22,0.8,temporal,negative,382
humidity_d15_h21,humidity_d15_h22,0.8,temporal,neutral,382
nutrients_d15_h21,nutrients_d15_h22,0.8,temporal,positive,382
air_quality_d15_h21,air_quality_d15_h22,0.8,temporal,positive,382
light_d15_h22,light_d15_h23,0.8,temporal,negative,383
humidity_d15_h22,humidity_d15_h23,0.8,temporal,neutral,383
nutrients_d15_h22,nutrients_d15_h23,0.8,temporal,positive,383
air_quality_d15_h22,air_quality_d15_h23,0.8,temporal,positive,383
light_d15_h23,light_d16_h0,0.8,temporal,negative,384
humidity_d15_h23,humidity_d16_h0,0.8,temporal,neutral,384
nutrients_d15_h23,nutrients_d16_h0,0.8,temporal,positive,384
air_quality_d15_h23,air_quality_d16_h0,0.8,temporal,neutral,384
light_d16_h0,light_d16_h1,0.8,temporal,negative,385
humidity_d16_h0,humidity_d16_h1,0.8,temporal,neutral,385
nutrients_d16_h0,nutrients_d16_h1,0.8,temporal,positive,385
air_quality_d16_h0,air_quality_d16_h1,0.8,temporal,neutral,385
light_d16_h1,light_d16_h2,0.8,temporal,negative,386
humidity_d16_h1,humidity_d16_h2,0.8,temporal,neutral,386
nutrients_d16_h1,nutrients_d16_h2,0.8,temporal,positive,386
air_quality_d16_h1,air_quality_d16_h2,0.8,temporal,positive,386
light_d16_h2,light_d16_h3,0.8,temporal,negative,387
humidity_d16_h2,humidity_d16_h3,0.8,temporal,neutral,387
nutrients_d16_h2,nutrients_d16_h3,0.8,temporal,positive,387
air_quality_d16_h2,air_quality_d16_h3,0.8,temporal,neutral,387
light_d16_h3,light_d16_h4,0.8,temporal,negative,388
humidity_d16_h3,humidity_d16_h4,0.8,temporal,positive,388
nutrients_d16_h3,nutrients_d16_h4,0.8,temporal,positive,388
air_quality_d16_h3,air_quality_d16_h4,0.8,temporal,negative,388
light_d16_h4,light_d16_h5,0.8,temporal,negative,389
humidity_d16_h4,humidity_d16_h5,0.8,temporal,neutral,389
nutrients_d16_h4,nutrients_d16_h5,0.8,temporal,positive,389
air_quality_d16_h4,air_quality_d16_h5,0.8,temporal,neutral,389
light_d16_h5,light_d16_h6,0.8,temporal,neutral,390
humidity_d16_h5,humidity_d16_h6,0.8,temporal,neutral,390
nutrients_d16_h5,nutrients_d16_h6,0.8,temporal,positive,390
air_quality_d16_h5,air_quality_d16_h6,0.8,temporal,positive,390
light_d16_h6,light_d16_h7,0.8,temporal,neutral,391
humidity_d16_h6,humidity_d16_h7,0.8,temporal,positive,391
nutrients_d16_h6,nutrients_d16_h7,0.8,temporal,positive,391
air_quality_d16_h6,air_quality_d16_h7,0.8,temporal,neutral,391
light_d16_h7,light_d16_h8,0.8,temporal,neutral,392
humidity_d16_h7,humidity_d16_h8,0.8,temporal,positive,392
nutrients_d16_h7,nutrients_d16_h8,0.8,temporal,positive,392
air_quality_d16_h7,air_quality_d16_h8,0.8,temporal,positive,392
light_d16_h8,light_d16_h9,0.8,temporal,neutral,393
humidity_d16_h8,humidity_d16_h9,0.8,temporal,neutral,393
nutrients_d16_h8,nutrients_d16_h9,0.8,temporal,positive,393
air_quality_d16_h8,air_quality_d16_h9,0.8,temporal,neutral,393
light_d16_h9,light_d16_h10,0.8,temporal,neutral,394
humidity_d16_h9,humidity_d16_h10,0.8,temporal,neutral,394
nutrients_d16_h9,nutrients_d16_h10,0.8,temporal,positive,394
air_quality_d16_h9,air_quality_d16_h10,0.8,temporal,neutral,394
light_d16_h10,light_d16_h11,0.8,temporal,neutral,395
humidity_d16_h10,humidity_d16_h11,0.8,temporal,neutral,395
nutrients_d16_h10,nutrients_d16_h11,0.8,temporal,positive,395
air_quality_d16_h10,air_quality_d16_h11,0.8,temporal,neutral,395
light_d16_h11,light_d16_h12,0.8,temporal,neutral,396
humidity_d16_h11,humidity_d16_h12,0.8,temporal,neutral,396
nutrients_d16_h11,nutrients_d16_h12,0.8,temporal,positive,396
air_quality_d16_h11,air_quality_d16_h12,0.8,temporal,positive,396
light_d16_h12,light_d16_h13,0.8,temporal,neutral,397
humidity_d16_h12,humidity_d16_h13,0.8,temporal,neutral,397
nutrients_d16_h12,nutrients_d16_h13,0.8,temporal,positive,397
air_quality_d16_h12,air_quality_d16_h13,0.8,temporal,positive,397
light_d16_h13,light_d16_h14,0.8,temporal,neutral,398
humidity_d16_h13,humidity_d16_h14,0.8,temporal,neutral,398
nutrients_d16_h13,nutrients_d16_h14,0.8,temporal,positive,398
air_quality_d16_h13,air_quality_d16_h14,0.8,temporal,positive,398
light_d16_h14,light_d16_h15,0.8,temporal,neutral,399
humidity_d16_h14,humidity_d16_h15,0.8,temporal,neutral,399
nutrients_d16_h14,nutrients_d16_h15,0.8,temporal,neutral,399
air_quality_d16_h14,air_quality_d16_h15,0.8,temporal,positive,399
light_d16_h15,light_d16_h16,0.8,temporal,neutral,400
humidity_d16_h15,humidity_d16_h16,0.8,temporal,neutral,400
nutrients_d16_h15,nutrients_d16_h16,0.8,temporal,neutral,400
air_quality_d16_h15,air_quality_d16_h16,0.8,temporal,neutral,400
light_d16_h16,light_d16_h17,0.8,temporal,neutral,401
humidity_d16_h16,humidity_d16_h17,0.8,temporal,neutral,401
nutrients_d16_h16,nutrients_d16_h17,0.8,temporal,positive,401
air_quality_d16_h16,air_quality_d16_h17,0.8,temporal,neutral,401
light_d16_h17,light_d16_h18,0.8,temporal,neutral,402
humidity_d16_h17,humidity_d16_h18,0.8,temporal,positive,402
nutrients_d16_h17,nutrients_d16_h18,0.8,temporal,positive,402
air_quality_d16_h17,air_quality_d16_h18,0.8,temporal,neutral,402
light_d16_h18,light_d16_h19,0.8,temporal,negative,403
humidity_d16_h18,humidity_d16_h19,0.8,temporal,positive,403
nutrients_d16_h18,nutrients_d16_h19,0.8,temporal,positive,403
air_quality_d16_h18,air_quality_d16_h19,0.8,temporal,positive,403
light_d16_h19,light_d16_h20,0.8,temporal,negative,404
humidity_d16_h19,humidity_d16_h20,0.8,temporal,neutral,404
